date,temperature,rainfall,humidity
2017-12-31,22.241212629669704,97.64880237274151,55.50209251173901
2018-01-31,26.66030069266144,93.34636775203967,58.51706243136332
2018-02-28,26.592638180449725,81.12065598962667,53.46841187447696
2018-03-31,25.972783641606153,91.05754220404613,55.478298443314884
2018-04-30,25.39353216656213,84.24198790382609,51.87138299112006
2018-05-31,22.461573144873963,91.86007267084541,67.31363901040524
2018-06-30,24.9683866930866,100.3476416249569,57.313187446132495
2018-07-31,25.183213708683077,114.583829018264,53.30519234863708
2018-08-31,24.05430682694595,72.71905307600889,57.56310089803345
2018-09-30,25.676785720834975,123.88316389154006,55.64555377089242
2018-10-31,27.110127142036347,63.30889312796137,54.84295715658277
2018-11-30,30.835464753026326,91.10838820245486,58.78768867778818
2018-12-31,26.5764445320796,103.08737099479693,59.303503479826865
2019-01-31,26.80387597680691,99.42649026812023,52.69403854901581
2019-02-28,25.993885210584583,86.87983490184742,52.330691065309495
2019-03-31,21.403071961752396,94.15434577007476,53.73138020381511
2019-04-30,26.153715311376956,90.97098615890872,43.52823160303921
2019-05-31,26.39057552485257,90.63572712691384,47.427906026166724
2019-06-30,32.418105281213215,113.33696057933224,61.839320207224446
2019-07-31,25.799097588047196,107.05749762384326,63.265930960288095
2019-08-31,27.05386835583403,92.3967286261129,53.86685804725644
2019-09-30,26.23322057573689,117.3376791075881,58.10007333381744
2019-10-31,23.41830490595117,109.45854757744453,56.91235532438637
2019-11-30,29.21705703628755,117.9868876628497,70.92191615574417
2019-12-31,28.259832581716935,116.11103306954834,61.328182798095526
2020-01-31,28.377579867607615,95.02118051159326,55.32348172412984
2020-02-29,24.146531363013153,99.74991004376515,51.4464606789063
2020-03-31,29.94698577734025,119.9568781150278,48.479523850986254
2020-04-30,22.9553723430193,118.38878646348674,57.84114720578992
2020-05-31,27.947142734500677,109.290319164076,53.376439700630115
2020-06-30,31.976139064524947,111.61459466935575,50.401233488445506
2020-07-31,24.04365918717328,129.14760021547147,54.65140384441777
2020-08-31,25.12425567599307,101.11250523946096,52.86314298750293
2020-09-30,26.8091284127191,118.07144950111861,67.10534111357192
2020-10-31,25.3213108647095,106.58798520917323,63.485918363687745
2020-11-30,22.72334142233467,105.99156100853092,59.452415710228166
2020-12-31,26.79140743701507,125.25889439588047,67.31012220899078
2021-01-31,23.984240715684738,120.56948823023237,60.71599446561392
2021-02-28,27.843981076587955,119.69977315015909,56.439173290807425
2021-03-31,24.381439414415492,126.29469947081536,68.77242336545322
2021-04-30,30.574836012543848,106.15925178465558,64.25444326887599
2021-05-31,24.761866769159408,115.13228244798027,56.7658047955472
2021-06-30,25.934846209485812,99.24663497471506,61.378785026073444
2021-07-31,28.793793043424177,107.71213513170984,58.314474364914844
2021-08-31,23.702839208915112,99.81095962633229,56.12175737804942
2021-09-30,27.368649836510325,102.10952278614326,67.98852879746825
2021-10-31,30.08785688570607,108.46525323885083,73.20304487941829
2021-11-30,22.82129191359693,86.15366504116983,56.93578635838941
2021-12-31,27.32158464633076,128.72147908426268,66.98856130937381
2022-01-31,27.529706985621058,81.18733080644898,61.13630144345836
2022-02-28,28.854557179443276,77.05310615778475,62.138880288420616
2022-03-31,23.827623222804796,111.68498090066873,61.76542595225028
2022-04-30,23.63885846728931,105.30655939923659,60.52715254664437
2022-05-31,28.264853914042245,101.99363186614724,65.17540766393678
2022-06-30,27.722461683082965,101.34912142803236,60.82912297214543
2022-07-31,27.626232125864693,91.13305811808405,66.35225416899088
2022-08-31,27.886120523742438,77.3590539473291,64.7297854671784
2022-09-30,25.339938196053772,91.5705582593797,63.73228454567998
2022-10-31,27.640634242902507,80.01098874582368,60.300676664199266
2022-11-30,27.812681183246703,104.65274487916655,61.83215125972436
2022-12-31,25.31412145493408,87.80200923312314,68.33737935549989
2023-01-31,31.784436277861893,77.73194516253297,66.87741876973301
2023-02-28,28.32458230227947,85.52343215195602,59.26677704076505
2023-03-31,24.18174125699338,96.88842570795833,64.40377797046929
2023-04-30,28.821384021584574,82.70486939594157,67.38919453149998
2023-05-31,24.763295824431694,79.40395018998538,54.98488326292052
2023-06-30,29.187711509356127,96.07212759812535,65.72497756125078
2023-07-31,30.13648894751851,96.8654513120302,59.350212917797954
2023-08-31,25.208294204120726,86.44585421763935,65.15278852222049
2023-09-30,29.688440323110804,87.91767892899618,58.10382256869321
2023-10-31,28.331952317341248,99.45981819822032,52.50255535244756
2023-11-30,29.375150399986225,75.30376476020098,52.985384703903506
2023-12-31,32.08198245663487,76.99613493180367,60.951770608042956
2024-01-31,26.746529709992824,88.43808392679153,61.59321503671833
2024-02-29,25.495659589106275,97.12948857298397,55.35420849289135
2024-03-31,25.17621392593619,106.10712758475512,62.65081471495599
2024-04-30,25.380474287586406,124.6681735099744,50.73611778235575
2024-05-31,27.24724572646474,116.46539141987634,58.305896097566794
2024-06-30,28.31287993704161,102.21918405764895,52.18336176701699
2024-07-31,28.17172699832505,105.29318937330157,54.59377276481982
2024-08-31,29.56795812259006,91.43109374855344,57.719525482084684
2024-09-30,27.552504729694768,107.00126343166919,52.827712073730616
2024-10-31,31.173835192893293,103.66823105961848,54.8743915796853
2024-11-30,26.89835791690511,113.45829460064115,61.5185016758119
2024-12-31,34.380422916474046,96.72098835399144,53.31710108809015
